0,0.00027812,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0.00063967,2
0,0.00063967,2
0,0.00063967,2
0,0.00063967,2
0,0.00063967,2
0,0.00066748,2
0,0.00069529,2
0,0.00069529,2
0,0.00069529,2
0,0.00075091,2
0,0.00075091,2
0,0.00075091,2
0,0.00077872,2
0,0.00077872,2
0,0.00075091,2
0,0.00077872,2
0,0.00075091,2
0,0.00077872,2
0,0.00075091,2
0,0.00069529,2
0,0.00066748,2
0,0.00066748,2
1,0.00066748,2
1,0.00066748,2
1,0.00077872,2
1,0.001474,2
1,0.0058961,2
1,0.01335,3
1,0.01335,3
1,0.0183,3
1,0.016047,3
1,0.015157,3
1,0,2
1,0.016381,3
1,0.016604,3
1,0.017772,3
1,0.020442,3
1,0,2
1,0.019913,3
1,0.023473,3
1,0.022917,3
1,0.023862,3
1,0.022861,3
1,0.024363,3
1,0.022778,3
1,0.021582,3
1,0.023139,3
1,0.019997,3
1,0.018383,3
1,0.019579,3
1,0.021387,3
1,0.022027,3
1,0.020581,3
1,0.020525,3
1,0.018578,3
1,0.016965,3
1,0.016576,3
1,0.016353,3
1,0.016159,3
1,0.015936,3
1,0.015658,3
1,0.016186,3
1,0.01677,3
1,0.017327,3
1,0.017493,3
1,0.017688,3
1,0.017994,3
1,0.018189,3
1,0.018745,3
1,0.018801,3
1,0.018856,3
1,0.018828,3
1,0.019134,3
1,0.019496,3
1,0.018383,3
1,0.017354,3
1,0.015936,3
1,0.014518,3
1,0.014406,3
1,0.014379,3
1,0.014434,3
1,0.014963,3
1,0.01563,3
1,0.016214,3
1,0.01627,3
1,0.016159,3
1,0.015853,3
1,0.01588,3
1,0.016409,3
1,0.016186,3
1,0.015602,3
1,0.016075,3
1,0.016548,3
1,0.016965,3
1,0.01677,3
1,0.016604,3
1,0.016631,3
1,0.016214,3
1,0.015741,3
1,0.015352,3
1,0.014907,3
1,0.014434,3
1,0.014184,3
1,0.013544,3
1,0.013155,3
1,0.012682,3
1,0.012265,3
1,0.011764,3
1,0.011431,3
1,0.011069,3
1,0.010847,3
1,0.010346,3
1,0.010096,3
1,0.0097062,3
1,0.0093725,3
1,0.0092891,3
1,0.0091778,3
1,0.0087328,3
1,0.0085103,3
1,0.00826,3
1,0.0080097,3
1,0.0077872,3
1,0.0075926,3
1,0.0075091,3
1,0.0073979,2
1,0.0069529,2
1,0.0067582,2
1,0.0065913,2
1,0.0063967,2
1,0.0062576,2
1,0.0061464,2
1,0.0059239,2
1,0.0058404,2
1,0.005757,2
1,0.0055067,2
1,0.0053676,2
1,0.0052842,2
1,0.005173,2
1,0.0050339,2
1,0.0050061,2
1,0.0049505,2
1,0.0047558,2
1,0.0046723,2
1,0.0046167,2
1,0.0045333,2
1,0.0043664,2
1,0.0043108,2
1,0.004283,2
1,0.0041995,2
1,0.0041439,2
1,0.0041161,2
1,0.0040883,2
1,0.0040605,2
1,0.0040049,2
1,0.0039771,2
1,0.0039492,2
1,0.0039214,2
1,0.0038936,2
1,0.0035599,2
1,0.0035321,2
1,0.0035043,2
1,0.0034486,2
1,0.0033652,2
1,0.0033374,2
1,0.0032818,2
1,0.0032818,2
1,0.003254,2
1,0.0032261,2
1,0.0031427,2
1,0.0030871,2
1,0.0030315,2
1,0.0030315,2
1,0.0030036,2
1,0.0029202,2
1,0.0029202,2
1,0.0028924,2
1,0.0028646,2
1,0.0028368,2
1,0.0028368,2
1,0.0029202,2
1,0.0031705,2
1,0.0054789,2
1,0.01499,3
1,0.015769,3
1,0.013795,3
1,0.012682,3
1,0.012793,3
1,0.011876,3
1,0.012932,3
1,0.013099,3
1,0.01424,3
1,0.01385,3
1,0.013767,3
1,0.012682,3
1,0.012626,3
1,0.01207,3
1,0.012293,3
1,0.011597,3
1,0.010874,3
1,0.01093,3
1,0.01118,3
1,0.012432,3
1,0.011319,3
1,0.011097,3
1,0.010513,3
1,0.010318,3
1,0.010151,3
1,0.010346,3
1,0.010596,3
1,0.011291,3
1,0.011458,3
1,0.012348,3
1,0.012905,3
1,0.013044,3
1,0.013767,3
1,0.014295,3
1,0.014128,3
1,0.013127,3
1,0.012793,3
1,0.013155,3
1,0.013655,3
1,0.013377,3
1,0.01321,3
1,0.013099,3
1,0.013711,3
1,0.013961,3
1,0.014406,3
1,0.013961,3
1,0.014601,3
1,0.015102,3
1,0.015714,3
1,0.016019,3
1,0.016242,3
1,0.016548,3
1,0.017243,3
1,0.016325,3
1,0.016159,3
1,0.016103,3
1,0.015992,3
1,0.015547,3
1,0.015269,3
1,0.015018,3
1,0.015074,3
1,0.014768,3
1,0.01424,3
1,0.013989,3
1,0.013322,3
1,0.012905,3
1,0.012487,3
1,0.012015,3
1,0.013961,3
1,0.012738,3
1,0.012181,3
1,0.01182,3
1,0.011458,3
1,0.01118,3
1,0.010902,3
1,0.010707,3
1,0.01029,3
1,0.010012,3
1,0.0097619,3
1,0.0094281,3
1,0.0091778,3
1,0.0092613,3
1,0.0090944,3
1,0.0087885,3
1,0.0085938,3
1,0.0082322,3
1,0.0080654,3
1,0.0078707,3
1,0.0075926,3
1,0.0074257,3
1,0.0073144,2
1,0.0072588,2
1,0.006786,2
1,0.006647,2
1,0.0064523,2
1,0.0062576,2
1,0.0061185,2
1,0.0059517,2
1,0.0058126,2
1,0.0058126,2
1,0.011514,3
1,0.011347,3
1,0.012404,3
1,0.012042,3
1,0.011152,3
1,0.010847,3
1,0.010735,3
1,0.011069,3
1,0.01068,3
1,0.010958,3
1,0.011097,3
1,0.010958,3
1,0.011013,3
1,0.011069,3
1,0.011069,3
1,0.010986,3
1,0.011208,3
1,0.011486,3
1,0.011625,3
1,0.012404,3
1,0.013071,3
1,0.013683,3
1,0.014379,3
1,0.014824,3
1,0.01538,3
1,0.016159,3
1,0.016353,3
1,0.01677,3
1,0.01716,3
1,0.017549,3
1,0.017772,3
1,0.01805,3
1,0.018133,3
1,0.018244,3
1,0.018217,3
1,0.018328,3
1,0.018328,3
1,0.018356,3
1,0.018244,3
1,0.018161,3
1,0.017938,3
1,0.017688,3
1,0.017521,3
1,0.01741,3
1,0.017132,3
1,0.016854,3
1,0.016464,3
1,0.016131,3
1,0.015769,3
1,0.015435,3
1,0.015129,3
1,0.014685,3
1,0.014267,3
1,0.013989,3
1,0.0136,3
1,0.013294,3
1,0.012905,3
1,0.012543,3
1,0.012237,3
1,0.011931,3
1,0.011625,3
1,0.011291,3
1,0.011264,3
1,0.010986,3
1,0.010791,3
1,0.010652,3
1,0.010235,3
1,0.010012,3
1,0.0098453,3
1,0.009595,3
1,0.0093725,3
1,0.0091778,3
1,0.0090944,3
1,0.0088163,3
1,0.0086494,3
1,0.0085103,3
1,0.0082322,3
1,0.008121,3
1,0.0080097,3
1,0.0078151,3
1,0.0077038,3
1,0.0075647,3
1,0.0074813,3
1,0.0074257,3
1,0.0073701,2
1,0.0073144,2
1,0.0069529,2
1,0.0068138,2
1,0.0067026,2
1,0.006647,2
1,0.0064801,2
1,0.0063967,2
1,0.0063132,2
1,0.006202,2
1,0.0061185,2
1,0.0060073,2
1,0.0059239,2
1,0.0058404,2
1,0.0058126,2
1,0.005757,2
1,0.0057292,2
1,0.0055345,2
1,0.0054789,2
1,0.0054233,2
1,0.0053398,2
1,0.0052564,2
1,0.0052008,2
1,0.0051451,2
1,0.0050895,2
1,0.0050617,2
1,0.0049783,2
1,0.0049505,2
1,0.0049505,2
1,0.0048392,2
1,0.0047836,2
1,0.004728,2
1,0.0046445,2
1,0.0046445,2
1,0.0045889,2
1,0.0045611,2
1,0.004422,2
1,0.0043942,2
1,0.0043664,2
1,0.0043386,2
1,0.0043386,2
1,0.0043386,2
1,0.004283,2
1,0.0042274,2
1,0.0041995,2
1,0.0041717,2
1,0.0041161,2
1,0.0041161,2
1,0.0040883,2
1,0.0040883,2
1,0.0040605,2
1,0.0040605,2
1,0.0040327,2
1,0.0040049,2
1,0.0039771,2
1,0.0039771,2
1,0.0039771,2
1,0.0039771,2
1,0.0039492,2
1,0.0039492,2
1,0.0039214,2
1,0.0038936,2
1,0.0038936,2
1,0.0038936,2
